query,Post ID,Post Content,nickname,link
污染; 2018-02-19; 1; 10,154,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G02Gg0UMc?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,155,#点亮志愿者##点亮志愿者# 教养是什么。迷茫与痛苦之中，仍能坚持窗明几净，仍能保持自我反省，仍能力求每天学习与进步，仍能对他人表示尊重、怀有亲善。教养不是空礼貌，它是让一个人拥有自信、获得他人尊重，坚持一生成为习惯，化为性格，最后立于不败的命运。 ​​​​#点亮志愿者# ​ ​		...展开全文c,NA,//weibo.com/3538147441/G3Pu88Ivi?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,156,		河北的钢厂老板应该下地狱//@DumpandChase:其实事实很清楚。工业排放和散煤燃烧的对污染物贡献率远大于城市中汽车排放、和其他生活设施的合计。一到春节假期，统统现了原形了。哪些地界有妖怪，看看这张图就都清楚了。所以说环保一场战争，是正常人文伦理与世俗生存观之间的战争。		,ColorAlpha,//weibo.com/2174951252/G3OLwAHLp?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,157,	  今日，远离这一线。2018年02月19日11点 #蔚蓝地图# ​	,NA,//weibo.com/2416884303/G3Pu3oIvG?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,158,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G0dnZEtyi?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,159,#点亮志愿者##点亮大湖南##长沙身边事##三湘名博沙龙#【雪】雪花漫舞洒苍茫，大地山川披雪妆！风雪凝霜寒松劲，踏雪飞歌瑞丰年@刘帅168 @志愿者李仕铭@三湘名博沙龙@随手公益-湖南@交警号手@心在长沙@大美宁乡@宁乡热点集@宁乡资讯通@长沙美丽风彩线@长沙益心社会工作发展中心@我爱长沙美丽风景 ​		...展开全文c,NA,//weibo.com/3538147441/G3PtXwKRR?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,160,		毛孔粗大的相关知识产生原因：1、皮脂过度分泌； 2、体内激素分泌紊乱；3、压力过大；4、环境污染；5、清洁工作没做好 。此外，随着FES619年龄的增长，皮肤逐渐失去弹性，毛囊周围缺乏支持结构，也很容易使毛孔显得比较大；外油内干的皮肤环境，也会使毛孔变得粗大。 ​		,性感的想来娟,//weibo.com/6439346940/G3PtRk8ak?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,161,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G0i3Oic0W?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,162,#点亮志愿者##点亮大湖南##三湘名博沙龙##宁乡头条#《好人中国》风雪中美丽风采！2018.01.26第一场雪，三湘大地山川公路桥梁披盖银妆！为交通安全行车通畅，宁乡交警.城管.环卫.美丽宁乡志愿者.红十字会.一道道亮丽身影挥铲清理公路桥梁积雪，风雪中奋力清扫开辟一条条绿色通道！宁乡红十字会长廖靖14 ​		...展开全文c,NA,//weibo.com/3538147441/G3PtODAW6?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,163,//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,bxtogetherGD,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,164,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5870240335/G3PtO2hmo?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,165,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G0tNz3bym?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,166,#点亮志愿者##点亮大湖南##长沙身边事##绿色卫士##好人中国##公益之美#冰天雪地中的志愿人！2018.01.27【好人中国】宁乡站通迅员，与龙田镇政府干群分点在冰天雪地中挥铲清扫街道积雪坚冰，行动努力让畅通道路，（如图）清扫后的边城龙田街道！过往父老乡亲的夸奖，龙田镇党委【熊佑新】书记一行巡察边 ​		...展开全文c,NA,//weibo.com/3538147441/G3PtH0cf7?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,167,		//@捕龙达人_://@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,KJY的指甲油,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,168,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5329307020/G3PtG6Uv9?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,169,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G0wByvnQM?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,170,#点亮志愿者##点亮大湖南##三湘名博沙龙##大美宁乡##长沙身边事#冰天雪地寒风中的扫雪人！2018.01.28宁乡市接连下雪.边城地处高位不胜寒.积雪成冰.龙田镇政府全体干群与【好人中国】通迅员.绿色卫士志愿者.连续数日奋战冰天雪地寒风中.挥铲清扫公路街道积雪寒冰.畅通公路街道.过往人车安全.为各位坚守 ​		...展开全文c,NA,//weibo.com/3538147441/G3PtyFwZb?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,171,"		今日天气:，南宁:小雨,，9°C~13°C,，东北风，≤3级，空气指数:2.0,有利于空气污染物稀释、扩散和清除，可在室外正常活动。，穿衣指数:5.0,夹衣、风衣，紫外线指数:1.0,紫外线弱爆了，洗车指数:1.0,不宜，vivo天气 ​		",淤泥而不染602,//weibo.com/6446500701/G3Ptwn9K3?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,172,		不能只有我被污染,豪酱无需昵称,//weibo.com/2736435030/G3O4RnG4X?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,173,	  元气满满的一天 · Piyapat Supatkosit摄影 ​	,NA,//weibo.com/1813181564/G3Ptsa3dY?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,174,#西安身边事# 【西安解除重污染天气黄色预警 未来三天空气质量较好】2月19日，西安市重污染天气应急指挥部办公室发布解除重污染天气黄色预警通知，预计未来3天环境空气质量将整体处于良-轻度污染水平。小编今天早上上班的时候，都觉得天气特别好，空气湿润，刚起床的小伙伴可以出门转转哟~（西部网） ​		,西安身边事,//weibo.com/2202896360/G3Ptpvwk7?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,175,"		//@山东环境: 2月19日，扩散条件转好，预计，鲁西北西部，鲁西南以中重度污染为主，其他地区以良为主,，首要污染物为PM2.5.		",天桥环保,//weibo.com/3354394424/G3ujagEBw?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,176,	  【山东：发布环境空气质量形势预报】 污染过程提示：2月17日～2月19日，湿度较大，扩散条件较不利，我省中西部城市会有一次中至重度污染过程。请注意出行安全并注意防护。 |山东省环境... ​	,NA,//weibo.com/5322659443/G3Ptg5K2J?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,177,		预报日期 AQI 首要污染物 指数级别 指数类别2月19日 30-50 无 一级 优2月20日 30-50 无 一级 优 ​		,舟山普陀气象,//weibo.com/2805085444/G3Ptd5KzT?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,178,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G0wKdrmEn?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,179,#点亮志愿者##湖南抗击极端低温冰雪# 湖南启动Ⅲ级应急响应。杜家毫书记、省长许达哲现场督导调度雨雪冰冻天气防范应对工作，始终把人民群众生命财产安全放在第一位。科学应对，有序防御，齐心协力，温暖同行! #点亮志愿者##三湘名博沙龙# @滕章贵@三湘名博沙龙@星城法律人@志愿者李仕铭@九制槟榔 ​		...展开全文c,NA,//weibo.com/3538147441/G3Pt85WfX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,180,		杜可风款光污染 ​		,lalin玥,//weibo.com/2845094577/G3Pt32SDc?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,181,		小时候清清的河现在变成这样 还好是污染还不算太严重 立即整治还不算晚 希望能引起有关部门重视 坐标剑川县马登镇新民村白石江@剑川环保 @大理环保水圈 @大理环保 @大理环保治理探索者 |大理白族自... ​		,milu198508,//weibo.com/5667860923/G3Pt08vp4?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,182,		上次李老师讲过，从今年起禁止进口洋垃圾，那么中国停止进口洋垃圾之后，西方面临严重环境污染，他们该怎么办，今天我们就来聊一聊这个话题 网页链接 ​		,聪明猪59,//weibo.com/1471300867/G3PsXpNUo?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,183,@化工污染布,DLT48-意大利文,//weibo.com/3990110582/G3OtXrNPH?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,184,	  画了拔杯两人的问卷，虽然不好吃（。）总之先爽（？？…… ​	,NA,//weibo.com/3088451083/G3PsUssFL?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,185,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G1zHJCQHA?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,186,#点亮志愿者##美丽宁乡志愿者##大美宁乡##点亮大湖南##绿色卫士##公益之美#《好人中国》蔚蓝白云长空.明媚三湘楚沩.2018.02.4.美丽宁乡志愿者协会年度总结会在宁乡市金洲镇政府举办.宁乡市各级领导.各位嘉宾.美丽宁乡志愿者各位家人.聚集会场气氛热烈.因为有爱.所以美丽.美丽宁乡志愿者用爱心行动谱写 ​		...展开全文c,NA,//weibo.com/3538147441/G3PsTzdDg?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,187,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G241HAj6N?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,188,	  善良，是一个人身上最好的风水， 是世界上最美的成全，也是最好的投资， 你给出了善良，一定会收获温暖， 因为一个人的善良里，藏着他的运气， 在不可预知的未来，你所积攒的福报， 往往会给你带来意外之喜，所以，善良的人总是快乐， 感恩的人总是富有， 让我们带着感恩与善良， 不忘初心，温暖前行。 ​		...展开全文c,NA,//weibo.com/3538147441/G3PsHdOu5?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,189,		小丑哥.【龙峪湾】龙峪湾位于河南省洛阳市西南165公里处伏牛山腹地的栾川县境内。这里“龙”文化荟萃，自然景观万千，四季景色秀丽，奇峰异石林谷幽深。是原始的、纯天然的、无污染的生态旅游区。观赏面积300余平方公里，已开发12个景区218景点，是河南省首家“全国文明森林公园”。 ​		,蔡福_乄080_764,//weibo.com/2089383897/G3PsBh4r9?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,190,		莉兹啊！！！ky那位我删了不污染首页//@少年黑王子很缺烦恼:建议右边直接自杀//		,雀窝-狂暴化肥啾,//weibo.com/3082729394/G3Pbka3aR?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,191,	  枢梁老师公式站主页图更新🏻（这次是staff S发的？） ​	,NA,//weibo.com/3036044145/G3Pszwhoq?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,192,		精神污染//@喵星人的喵星球:哈哈哈哈哈发饰那个很生动了		,一张狐皮,//weibo.com/2481834084/G3Pisd7nR?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,193,	  一组魔性P图 画风自行感受一下猫咪钢琴那个很想要了 ​	,NA,//weibo.com/1722687087/G3PsuwYpx?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,194,		【日照海滨公园】日照海滨公园依山傍海，浪缓滩阔，沙质细润，海水洁净，拥有7公里的黄金海岸线，是北方一流的天然海滨浴场，被有关专家誉为“中国沿海仅存未被污染的黄金海岸”。美籍华裔物理学家丁肇中先生称这里的沙滩“夏威夷所不及”。日照海滨国家森林公园位于山东省日照市北沿海路北首。 ​		,朱唇苍茫可以,//weibo.com/6146742312/G3Pso3Njo?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,195,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G2NySERni?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,196,#点亮志愿者##河流守望者##绿色卫士##公益之美##点亮大湖南#守望强酸黄河五年，还一条清澈河流，行动得到改变！2018.02.12.飞鹰携安化县河流守望小组@资水清蓝@资水之源y 到安化县清塘铺镇锹溪河道沿河溯源巡看，全镇多家煤矿已关停，河道一汪清水流淌，昔年黄河《图2》化清波，流入饮用水源廖家坪水库 ​		...展开全文c,NA,//weibo.com/3538147441/G3PsmvdjN?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,197,		【日照海滨公园】日照海滨公园依山傍海，浪缓滩阔，沙质细润，海水洁净，拥有7公里的黄金海岸线，是北方一流的天然海滨浴场，被有关专家誉为“中国沿海仅存未被污染的黄金海岸”。美籍华裔物理学家丁肇中先生称这里的沙滩“夏威夷所不及”。日照海滨国家森林公园位于山东省日照市北沿海路北首。 ​		,爱adsa2010,//weibo.com/1677563143/G3PslBWOl?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,198,"		//@德州环境:2月19日，扩散条件转好，预计，鲁西北西部，鲁西南以中重度污染为主，其他地区以良为主,，首要污染物为PM2.5.		",夏津环境,//weibo.com/3354394424/G3ujagEBw?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,199,	  【山东：发布环境空气质量形势预报】 污染过程提示：2月17日～2月19日，湿度较大，扩散条件较不利，我省中西部城市会有一次中至重度污染过程。请注意出行安全并注意防护。 |山东省环境... ​	,NA,//weibo.com/5327171580/G3Pskr2uK?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,200,		❸颜如玉蓝莓果饮产品有何市场优势❓ 1、 研发单位：中国食品发酵工业研究院——国家保健食品行业胶原肽标准制定者，茅台酒、洋河大曲发酵技术研究单位；2、 原料来源：来自北欧深海鱼鱼皮，远离现代工业文明，纯净无污染。研究证实：胶原蛋白有效性从低到高排序：大豆、猪、牛、驴，海洋鱼类，深海 ​			...展开全文c,Miss--wudi,//weibo.com/2289866512/G3PsjxLLk?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,201,		//@德州环境:德州市决定2月19日10时发布重污染天气黄色预警，同步启动Ⅲ级应急响应		,夏津环境,//weibo.com/3577025333/G3OchvkuM?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,202,	  发布了头条文章：《2月19日10时我市启动重污染天气Ⅲ级应急响应》 |2月19日10... ​	,NA,//weibo.com/5327171580/G3PsdE1km?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,203,		【角质层过厚】白天出门，肌肤与室外环境亲密接触。汗水的侵蚀、附着在脸上的粉尘、环境的污染会加重毛孔的负担，同时角质也会变厚、加速老化。如果睡前没有得到彻底清理，不仅会导致整夜排油不畅，还会成为粉刺、暗疮滋生的温床。 ​		,用户5885136730,//weibo.com/5885136730/G3Psccw6T?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,204,		2018年2月19日，北京市昌平区。多云转阴，东风3级，2℃，污染指数：186，空气质量：中度污染。 ​		,牧羊人罗密欧,//weibo.com/5728233902/G3PrWeae8?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,205,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G3odj0h0i?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,206,#点亮志愿者##绿色卫士##点亮大湖南##大美宁乡#欢庆新春登芙蓉，游人如织笑随风，心诚朝拜平安好，福缘遥寄众亲朋！打赢蓝天保卫战，禁燃放烟花鞭炮，倡导绿色低碳生活，共亨绿美清新！2018.我们一起加油努力@刘帅168 @志愿者李仕铭 @湖南省环境保护厅@三湘名博沙龙@湖南省环境保护厅@随手公益-湖南 ​		...展开全文c,NA,//weibo.com/3538147441/G3PrVn5PN?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,207,		对岸的化工业该停了，污染真的很严重 |池州 ​		,哦友朋女我是就你念来过倒,//weibo.com/5708415442/G3PrV3dWO?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,208,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,BullShitKjy,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,209,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5332089946/G3PrQ4RnJ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,210,"		今日天气:，南宁:小雨,，9°C~13°C,，东北风，≤3级，空气指数:2.0,有利于空气污染物稀释、扩散和清除，可在室外正常活动。，穿衣指数:5.0,夹衣、风衣，紫外线指数:1.0,紫外线弱爆了，洗车指数:1.0,不宜，vivo天气 ​		",神秘的大章童鞋,//weibo.com/6412696595/G3PrQ2ASK?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,211,#权志龙# //@爱留胡茬的权大叔://@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,8度奶音,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,212,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/3058366500/G3PrF6Nwi?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,213,		可爱死了//@gloriousG-:#权志龙# //@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,入肉龍,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,214,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5036062367/G3PrxqfRe?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,215,		【茼蒿营养价值高】茼蒿富含矿物质、胡萝卜素、蛋白质、膳食纤维、维生素C等，污染轻，营养丰，高水分，低热能。茼蒿食用部分为幼嫩茎叶，味道清香，可凉拌，也可荤素炒食，烧豆腐、做汤、做馅等，秋冬涮火锅食用也别具风味。 ​		,和尚集团总经理,//weibo.com/2662523123/G3Prx5awD?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,216,		小括号哥哥//@sango000://@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,法定龙妻,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,217,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5582718385/G3Prd0wll?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,218,		一照镜子咋能这么好看、纯天然无污染的。就感觉谁将来要是娶了我、那可真是捡到宝了。 ​		,大圆圆girl,//weibo.com/5156813799/G3PrakG9c?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,219,		//@中国刘杰://@森林屋子:还真不不如豆腐渣，豆腐渣放在地里可以变成肥料，这东西只会污染环境//@陶公春秋:比豆腐渣还是要坚固一些的嘛…… 鉴定完毕。		,W向阳花木W,//weibo.com/1600463082/G3JsF7oRW?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,220,	  网友：水利工程修成豆腐渣工程，“水泥”用手一掰就开。。 中国刘杰的... ​	,NA,//weibo.com/6457360138/G3Pr49unS?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,221,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,sango000,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,222,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/2173191624/G3PqZnzwN?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,223,		魔鬼窃国大盗蝗丧，它靠谎言欺骗和暴力恐吓灭杀维持存在。它建立愚民役民弱民穷民的恶制度，以利它驭民淫民。它养獅管虎，虎管狼、狼管狗、狗管猪奴隶民众。它污染了水的源头，把民众愚弄成动物丛林世界、人间地狱 ​		,香江陈平6463834800,//weibo.com/6463834800/G3PqUDJXR?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,224,		爱脱就脱马上滚蛋评论里的垃圾玩意也马上走吧咱们可不希望有你这种low粉污染条圈		,中午也是你的,//weibo.com/5874723950/G3Kd7gghx?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,225,	  剩下五首要还是双李之歌 我就脱饭 ​	,NA,//weibo.com/5661965231/G3PqN1i7g?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,226,		【溏心鸡蛋好不好】溏心鸡蛋的口感让很多人着迷，但这种吃法好吗？鸡蛋易受细菌污染，常见的致病菌是沙门氏菌。鸡蛋制品加热到71℃以上后，沙门氏菌基本被剿灭，蛋黄也凝固了，但如果蛋黄处于“溏心”状态，就无法有效灭菌。 ​		,Bluestorm1001奇,//weibo.com/5575064481/G3PqMrKaE?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,227,		纯天然无污染的造饭神器，无名鬼火 搏哥的白菜... ​		,搏哥的白菜好香,//weibo.com/1973586854/G3PqLdDwv?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,228,#权志龙# //@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,gloriousG-,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,229,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/3217433522/G3PqKjgAZ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,230,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,CoupDeFoudreG,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,231,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/2472399541/G3PqK3PBa?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,232,		【茼蒿营养价值高】茼蒿富含矿物质、胡萝卜素、蛋白质、膳食纤维、维生素C等，污染轻，营养丰，高水分，低热能。茼蒿食用部分为幼嫩茎叶，味道清香，可凉拌，也可荤素炒食，烧豆腐、做汤、做馅等，秋冬涮火锅食用也别具风味。 ​		,XNG283343032,//weibo.com/3972909404/G3PqCEZPQ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,233,		四口小泉的源头。中间一点就是五女泉的泉眼，你可别小看这水，这水冬暖夏凉，源源不断，口感清甜，因为这里是人间仙境，龙脉所在，因此带有仙气，够神奇吧！泉水是来自大竹海的地下水，含有对人体有益的多种矿物质，碧清纯正，毫无污染。 |湖州·安吉... ​		,哼哼猪,//weibo.com/2672675841/G3PqAChqF?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,234,		//@banana味的朴贤:意淫不要发到微博上不要带话题不要艾特真主！你活在你自己的世界里不好吗为什么要来污染环境！！好使不留名坏事传千里不要给你哥丢脸了好吗！！！有空意淫不如多做点事！！！//@软哝小啵:听到没各位作者,04啵崽,//weibo.com/3694863325/E2an0c8O3?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,235,	  大家都知道，搜索是艺人的是第一形象，看看边伯贤的搜索，第一眼望过去就是边伯贤小XX，公开yy带话题是很不正常的行为，随着8月底电视剧的开播，如果还带着话题公开yy，对来搜索边伯贤的观剧者来说，严重影响了第一印象。在此，边吧要求【严禁】带着边伯贤大名yy，请尊重他！希望大家也能够互相监督， ​		...展开全文c,NA,//weibo.com/5282205728/G3PqlybfF?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,236,		皮肤作为人体最大的器官，同时也是机体与外界接触的第一道屏障，不仅面临着内源性老化的问题，同时面临着紫外线、烟草、污染、化学物质多重外界刺激因素，最终导致皮肤机能的改变，加速了皮肤的衰老速度。 创客云商 网页链接 网页链接 ​		,鲍琳_linda,//weibo.com/6355093199/G3PqlyUK0?refer_flag=1001030103_
